datetime,tweet_Id,tweet_content,username,reply_content,tweet_url,like_count,retweet_count
2022-02-22 13:38:03+00:00,1496117082068500480,A limited number of the new adidas TERREX HS1 will be made commercially available on https://t.co/obaGevq34N and in other selected retail outlets from July.,adidas,"['@adidas Why are you still supporting the #WorldCup with Russia still involved in the tournament? #StandWithUkraine', '@adidas Gonna try to cop these!!', '@adidas Can’t wait ! This is amazing ! \\\\\\']",https://twitter.com/adidas/status/1496117082068500480,35,4
2022-02-22 13:38:02+00:00,1496117077752664065,"Introducing: the adidas TERREX HS1
 
Composed of a minimum of 25% SPINNOVA wood-based fibres and 75% organic cotton, the adidas TERREX HS1 is a unisex mid-layer piece of multi-functional gear that works on the trails and then rolls up into its hood for easy storage🤯 https://t.co/3DmbVxU9EH",adidas,['A limited number of the new adidas TERREX HS1 will be made commercially available on https://t.co/obaGevq34N and in other selected retail outlets from July.'],https://twitter.com/adidas/status/1496117077752664065,71,9
2022-02-22 13:38:00+00:00,1496117070504906752,"ICYMI: Last year we partnered with Finnish textile material company @SpinnovaPlc as part of our commitment to help end plastic waste. Today, we are excited to unveil the first official product….",adidas,"['@adidas @SpinnovaPlc Looks interesting 🤔', 'Introducing: the adidas TERREX HS1\n \nComposed of a minimum of 25% SPINNOVA wood-based fibres and 75% organic cotton, the adidas TERREX HS1 is a unisex mid-layer piece of multi-functional gear that works on the trails and then rolls up into its hood for easy storage🤯 https://t.co/3DmbVxU9EH']",https://twitter.com/adidas/status/1496117070504906752,18,1
2022-02-22 13:38:00+00:00,1496117068864831495,"Calling all adventurers, hikers, and nature lovers 👇",adidas,"[""@adidas adidas, stop being the official brand of the world's dictators."", ""@adidas Only @Nike. You are sponsoring @FIFAcom, putin's close friends. Awar criminal. An aggressor on a small, poor country. An aggressor who kills civilians and shoots children. russia should be excluded from international competitions. Otherwise the boycott of @FIFAcom sponsors!!!!!!!"", '@adidas Holding on to my ||| a little longer hoping for you to halt all sales in Russia.', '@adidas If @FIFAWorldCup proceeds with Russia as a participant and @adidas as the sponsor I swear to never in my life wear anything from Adidas ever again.', '@adidas How about stop sales to Russia this instant. Wearing two stripes will kill their spirit.', '@adidas @marjesonsantil8', '@adidas I thought this was about to be about some dope af hiking boots!! scam! j/k but wen recyclable hiking boots?', '@adidas Yes', 'ICYMI: Last year we partnered with Finnish textile material company @SpinnovaPlc as part of our commitment to help end plastic waste. Today, we are excited to unveil the first official product….']",https://twitter.com/adidas/status/1496117068864831495,107,12
2022-02-14 22:40:22+00:00,1493354457308016651,"@Vishy_vish Unfortunately, we're not able to assist when it comes to orders outside the US.  Try contacting their customer service team directly.",adidas,[],https://twitter.com/adidas/status/1493354457308016651,0,0
2022-02-14 22:26:07+00:00,1493350872088199176,"@Vishy_vish Thank you for that.  For orders placed on the adidas Canada site, you would need to reach out to them directly to have this issue corrected.  Sorry for the inconvenience.",adidas,"[""@adidas I've pinged them and they haven't responded. Can you also ping them? cc @adidasCA""]",https://twitter.com/adidas/status/1493350872088199176,0,0
2022-02-14 22:04:34+00:00,1493345446252720141,@Vishy_vish Hello Vishal-Sorry to hear this happened to your recent order.  Are you able to provide an order number so we can see what options are available?,adidas,['@adidas @Vishy_vish You’re getting ratiod'],https://twitter.com/adidas/status/1493345446252720141,2,1
2022-02-14 16:01:55+00:00,1493254185827151877,@ESPNAshley 🔥,adidas,['@adidas @ESPNAshley 🔥'],https://twitter.com/adidas/status/1493254185827151877,4,0
2022-02-14 15:00:25+00:00,1493238705389252609,"Impossible?
No.
I'm possible.

#ImpossibleIsNothing
https://t.co/xf6UsA7hGu https://t.co/l5LEjYl8La",adidas,"['@adidas https://t.co/I0hQHXhlB1', ""@adidas adidas, stop being the official brand of the world's dictators."", '@adidas When do you plan to boycott Russia??? Stop sales in Russia!! #boycottrussia @Boycott_RU', '@adidas https://t.co/onyvb4HVsu', ""@adidas Please discontinue sales to Russia. Nike and Apple have, and I'd think you wouldn't want to be on the side of the Russian Govt. killing innocent civilians in Ukraine."", '@adidas Adidas said Cheating is Nothing', '@adidas Impossible is getting into the adidas app right now when it says I need to update and there’s no update in the App Store.', '@adidas Why are you promoting biological males dominating in women’s sports?', '@adidas This app is trash &amp; the epitome of impossible to win a draw on. Why send me notifications at 8pm for exclusive access just to tell me sold out when others had it since 10am 👎🏽👎🏽 https://t.co/igoU7koADz', ""@adidas Sorry but men playing dress up pretending to be women shouldn't compete with biological women"", '@adidas Encouraging cheating in sport', ""@adidas Impossible to ban russian invaders?\nNo.\nIt's possible.\n@FIFAcom @FIFAWorldCup"", '@adidas Hey @adidas ! How do you feel being a sponsor brand of FIFA ?? https://t.co/UBMMelzAy4', '@adidas @adidas Why are you support war? Why are you support killing people?', '@adidas Hey @adidas - possible to stop sponsor the mafia please - sorry @FIFAcom ?', '@adidas https://t.co/shv6nMCLnR', '@adidas If \n@FIFAWorldCup\n proceeds with Russia as a participant and \n@adidas\n as the sponsor I swear to never in my life wear anything from Adidas ever again.', '@adidas Yes it is impossible that adidas is a FIFA sponsor/partner.\n#UkraineUnderAttack', '@adidas FIFA??????????? https://t.co/QJx077ceFw', '@adidas Compete as a MALE. I will never ever buy from you again.', '@adidas Halt the sale of Adidas in Russia', '@adidas Possible', '@adidas Go fu.k with you and your parternship FIFA. I will never buy anything from this company, until fifa cooperate with Russia', ""@adidas Only @Nike. You are sponsoring @FIFAcom, putin's close friends. Awar criminal. An aggressor on a small, poor country. An aggressor who kills civilians and shoots children. russia should be excluded from international competitions. Otherwise the boycott of @FIFAcom sponsors!!!!!!!"", ""@adidas Hey, are you ok with the fact, that organization that you sponsor - FIFA - don't want to expel team that represents the country which is bombing civilians, killing people and invading a sovereign country? Country which all the western world is hitting with sanctions?"", '@adidas Way to jump on the ruin women’s sports train!', ""@adidas How many people assigned female at birth vs male are you paying in your ads and advertising? See the problem? Girls and women still haven't gotten equality and are shoved aside by more exciting girls and women? Bigger, stronger, faster. Males make the best women."", ""@adidas Yes it's possible to be corrupted as much as FIFA is"", '@adidas https://t.co/GhvzLOOv0q', ""@adidas You are sponsoring Putin's friends from @FIFAcom.\nShame of you!"", '@adidas You can think you are a female unicorn but doesn’t make it fact, I miss they days when we kept these people in padded rooms', ""@adidas Russia at WC should be impossible. Remove your FIFA sponsorship until they're booted from WC. I like your DJ golf shoes, but will buy Nike Max instead now."", '@adidas As a major sponsor of FIFA, can you confirm if Adidas are satisfied to be associated with the FIFA ‘Russian Alternative’ decision today which allows Russia access to future international football, including World Cup qualification. FIFA appear sheltered from reality not missiles', '@adidas That’s good that you’re possible. However, more Adidas in my household is now impossible because I’m the purchaser.', '@adidas How long will you sponsor Fifa that lets Russia play? Sorry but I feel no passion from you until you put pressure on Fifa. Lives over money. #embarrassing', '@adidas SAY No to WAR and @FIFAcom', '@adidas Sure. Males who identify as something else can compete - with other males. They have no right to take away a spot on a team from a woman. 🙄', '@adidas https://t.co/Qg3RIjIZRC', '@adidas Is it possible you are sponsoring fifa? This corrupt organization is allowing to compete Russians team? WHat is wrong with you?', ""@adidas @Adidas can't even make a commercial about women's sports without putting a man in it. Then they put a women playing in an oppressive religious outfit.  #adidas thinks women's sports is a joke and our female athletes deserve better from a brand who makes so much $ off them"", ""@adidas You got a woman playing basketball in a clown outfit lol come on. And you offer support to the thing ruining women's sports. Women's sports are worth more than the circus you make it seem. Do better."", ""@adidas Hey, \n@adidas\nare you ok with the fact, that organization that you sponsor - FIFA - don't want to expel team that represents the country which is bombing civilians, killing people and invading a sovereign country? Country which all the western world is hitting with sanctions?💙💛"", '@adidas https://t.co/xMSJwi5eHB', '@adidas I would watch a transgender women compete in sports..... AGAINST MEN! Because she is biologically a MAN. Why is this difficult to understand?', '@adidas Of course a man who describes himself as a “trans woman” can compete against other men.  It’s not rocket science.  However if you’re suggesting he should be allowed to compete in women’s competitions you should hang your head in shame and fire your marketing department.', '@adidas Drop Sponsoring FIFA by Monday lunchtime (who haven’t thrown Russia out of the World Cup ) or I will throw out all of my Adidas stuff and never buy it again   Possible ?', ""@adidas No such thing as a trans woman. They are men. Stop promoting men participating in women's sport."", ""@adidas @adidas Transwomen in women's sports = men in women's sports = cheating. #nomeninwomenssports"", '@adidas Actually… DNA says it’s impossible. #science', '@adidas Woke algorithm.', '@adidas Just saw this on TV. Disgusting.', ""@adidas RIP women's sports."", '@adidas 🙄 https://t.co/c8OATxb7dR', '@adidas Erm Russian football team! Drop them now', ""@adidas Compete as a trans woman, but against men otherwise it's just cheating."", '@adidas Celebrating cheating? No thanks.', '@adidas Show moral leadership then and pull all sponsorship in tournaments and organisations that do not expel Russia federations. You can not hide from what is happening in Ukraine! Is adidas moral leadership possible?', '@adidas Adidas: we believe males should take over female sports.', '@adidas Why do you hate women?\n#waronwomen #savewomenssports', '@adidas Stop trading with Nazi Russia! https://t.co/KZgeoxrNsV', ""@adidas Do you think there's some big untapped cross dressing market? Wt f is this?"", '@adidas You guys are crazy', '@adidas turn channel literally every time this disgusting commercial is aired. “Live your delusional dreams while ruining someone elses”. No thanks', '@adidas So disappointed in you adidas. App deleted, not another penny will you get from me. You’ve sold out women without a second thought for up and coming girls and young women who will be cheated out of womens sporting opportunities. A new league for Average men. Fuck you.    Blocked', '@adidas There are no trans women, women and men hesitate, you make a man with long hair compete against a woman, a woman who is always defeated. Politically correct liberal devastation is devastating society. Bestie !', '@adidas Impossível??? Just do it...  \n Trans league \nMans league\nWoman league', '@adidas babytron', '@adidas Go woke, go broke.', '@adidas STOP calling them women.. They are MEN who SHOULD NOT be competing in #WomensSports', ""@adidas Just imagine what Michael Jordan could have achieved if he'd identified himself as a woman. https://t.co/lICyVji47N"", '@adidas Promoting trans cheats\n#WarOnWomen', ""@adidas They're men not fukkin women! Stop the BS!!!!"", '@adidas Soeben aus den Augenwinkeln die TV-Werbung gesehen. \n\nm./\n\nNein, mit solchen Fatties kann ich mich nicht identifizieren. \n\nFolge : keine weiteren Käufe bei Adidas mehr mehr.', ""@adidas Are y'all fkin crazy?!"", '@adidas Cheering on men competing against woman!! A company ok with replacing FEMALES in sports!!!! #boycott', '@adidas Great job Adidas oppressing women once again…so bad', '@adidas Pathetic display!  Women athletes need to stand up against this nonsense!  Used to buy ADIDAS exclusively, guess I am changing my purchasing power. #wherearethefeminist #nonoaddidas', '@adidas WHO the FUCK thought it was impossible for a male athlete to dominate in competition against women🤡🤡', ""@adidas By what asinine stretch of perversion do you reach the conclusion that THIS is what's going to draw customers to you? Good grief. I can't buy Nike @Nike and now I cannot align with Adidas."", '@adidas Wow! Tone deaf on women’s rights. What a huge disappointment🤬', '@adidas Tried to buy Stan Smith’s at your sale in Paramus yesterday. You didn’t have my size so I asked to have them shipped. You wouldn’t honor the sale price that way so I left without purchasing them, a very unhappy customer.', '@adidas Males out of women ‘s sport. It makes a complete mockery out of fairness, respect and the human rights of girls and women. We say no , thank you and we are legion (51pc of the humanity) &amp; I bet many million of people are on our side if they recognize what GI ideology means for w', '@adidas What an L company', '@adidas So many young ladies are going to give up. They cannot compete against biological MEN. There is a reason why they don’t compete against each other in sports. Come on ladies! Stand up for yourselves!', '@adidas Going forward, there needs to be four different classes for sports: CIS women, CIS men, inter (all)-gendered and transgendered.\n\nIt\'s not rocket science to understand that ""gender"" is not the equivalent to biological sex.', ""@adidas It's a welcome surprise to see the Transgender Community being recognized by corporate America during a month other than June. Thank you."", '@adidas awful', ""@adidas I'm done with you, adidas. Tossing my adidas products in the trash and not buying any more."", '@adidas Everything about this makes me physically sick', '@adidas Willkommen in Wokestan.  Hoffentlich füllt diese Woke Community den Umsatzausfall durch das wegbleiben normaler Kunden', '@adidas Read the room, adidas.', '@adidas Oh boy, competing as a transwoman would be brave IN MEN’S SPORTS.  In women’s sports they are a joke.  A rank prank.  Everyone knows they’re men even if they pretend 🙄', '@adidas Right. What is females’ sport but another female #boundary to be transgressed? #boycottaddidas', '@adidas Male-supremacists always find a way.', '@adidas You are literally celebrating CHEATING!!!!', ""@adidas Wow, I am never buying your product again. EVER. You support the Orwellian erasure of women's safety and sports. MEN in women's sports is fucking dangerous. @coachblade @NewWorldHominin @ConceptualJames @WokeWatchCDN @SwipeWright @Women___Exist @cawsbar @cawsbar"", '@adidas Are you serious? Volleyball nets are higher for males than females for a reason. Mixed teams play with the women in particular roles due to the advantages males have.\nA male playing as a female in a female team is not something to celebrate 🤬', '@adidas Fantastic ad. Thankyou @adidas for being educated forward thinking inclusive not bigoted.', '@adidas Way to read the room, Adidas. We’re not buying it, and by that I mean your belief that men have the right to displace women in sports OR your products.', '@adidas I’ll give you credit, this ad does make me want to work out', '@adidas Disgusting ad. Women deserve sporting success.', '@adidas Stop celebrating cheating.', '@adidas Absurd!', '@adidas #MxlesDontBelongInFemaleSports\n#WomensSportIsForFemalesOnly\n#NoMxles \n#ItsThatSimple \n#GoWokeGoBroke', '@adidas Why encourage cheating men to destroy women’s sports?', ""@adidas Nothing is impossible for a mediocre male athlete if he's prepared to complete against female athletes."", '@adidas Wow, has to dis your female customer base 🙄', '@adidas FFS!! Go woke go broke', ""@adidas No males in women's sports.\nEven if they use magic words to describe themselves.\nYou can't woke yourself into truth.\nStop it."", '@adidas Geezo addidas this is far from empowering and inclusivity. Not a good look at all.', '@adidas You’ve lost the plot. And the room. Muting.', '@adidas https://t.co/ttfsr1qCiQ', ""@adidas How women feel #boycottadidas (ps - it's a man) https://t.co/MI1ECJ9F14"", ""@adidas No shit it's not impossible for a male to succeed in women's sport - it's basically playing on easy mode."", ""@adidas You mean\n\n'Cheat as a trans women' https://t.co/xuT3u5vySM"", ""@adidas I was going to update my sports wardrobe with Adidas gear. But why would I support a company who erases women in sports by allowing males to compete in our sports. 🤔 Oh yeah I forgot, I don't have to."", ""@adidas Not buying your trainers again. 'compete as a transwomen'? You mean a man in women's sports, taking place from women and you celebrate that?"", ""@adidas @adidas Why are you celebrating men competing in women's sports? It's a no from me."", '@adidas #BoycottAdidas https://t.co/YW9RnSTD5F', '@adidas #SexMatters #RealityMatters Males in Females sports is not progressive… #NoThankYou', ""@adidas Wow! #Adidas is so upfront about their hatred for women. \n\nWell congrats! You just lost a family of customers. \n\nPS. Women aren't a hormone level &amp; womanhood can't be attained by making strong assertions, purchasing products, or undergoing procedures. \n\n#SexMatters"", ""@adidas Hey, I made my house Procter&amp;Gamble, Body Shop, and Unilever free because of them supporting men in women's sports.\n\nI won't be missing Adidas, quite the other way around 🖕😎"", '@adidas Impossible for a trans man to compete against men.', ""@adidas It's impossible for female human beings to participate fully in fair &amp; safe competition when males colonize their Sport. Or when soulless corporations jump on the bandwagon to throw their weight behind the same old male supremacy for profit. \nYou disgust me.\nGoodbye, @adidas"", '@adidas No thank you, Herr Dassler.', '@adidas Thanks for making it clear you support destruction of women’s sports. Now I know not to buy your products!', '@adidas Go woke, go broke.', '@adidas Changing sex.\nImpossible? \nYes.\nDestroying women’s sports &amp; opportunities - more than possible.\n\n#NoThankYou #SaveWomensSports #PennCheats #sexmatters', ""@adidas I think it pisses me off even more, the only person actually doing sport is the MAN! The women are what? 'Trying to be cover models' or 'kit designers,' or are just, standing in the middle of the f*cking road?\nWTAF I am so incensed at this bullsh*t\nHave you seen sportswomen? https://t.co/BiTffQ7TAw"", '@adidas #SaveWomensSports @SaveWomensSport @StandingforXX @fairplaywomen @piersmorgan @calvinrobinson', '@adidas What is a woman?\nBecause you can’t push for greater representation of women and support women if you define it as including men too.\n#ImpossibleIsNothing - well sex can’t change that IS impossible.\n#NoThankYou #SaveWomensSports #PennCheats', ""@adidas Aren't you supposed to support women in sport? Don't think men in sport get enough attention? Enough screen time? Aren't centred enough?\n@underarmour I am moving over to you, I love your ads for women, please don't copy these idiots, they're going to regret their vacuousness"", ""@adidas Back to Nike I go.. Shaq's if they try the same\n\n#adidas"", '@adidas So adidas condones cheating? And the denial of reality? \n\nQuelle surprise !', ""@adidas Celebrating a male athletes making a mockery of female sport? #NoThankYou  Addidas. I will think twice before buying your products again. Women's sport is women's sport for a reason. This vapid virtue signalling has lost you a loyal customer."", '@adidas https://t.co/TEs1lYXRCf', '@adidas 💩 ads, 💩 product', '@adidas https://t.co/V7qXdITz0P', '@adidas characters:🐷🐵🐒😑', '@adidas Adidas=racizm. they despise white people', '@adidas wtf is that, fat shit', '@adidas Plus woke tu meurs', '@adidas Trannys should not be allowed to play sports! #notfair', '@adidas Trash', '@adidas This is top 3 worst ads I’ve ever seen', '@adidas So basically its fuck women and their sports', '@adidas https://t.co/w1R4xi9aQm', '@adidas Disgusting', '@adidas ""YOU should be doing the splits, not your yoga pants.""', '@adidas Your brand is dead to me.', '@adidas I assume your next campaign will include transmen? There must be some ruling mens sport right?', '@adidas I was told there were tiddies...', '@adidas https://t.co/bBQC7pBzrZ', '@adidas Cheering on men competing against women, disgusting. Looks like I’ve finally kicked my habit of blowing money in adidas stores👍', '@adidas Impossible to get customer service! Spent £85 on football boots for my son, did 1 hour training, 2 (tightened by me) studs fell out and lost… adidas service agent - buy more studs! ADIDAS THATS SHOCKING!!!', '@adidas I used to buy your products but will be switching to Nike after that shitshow', '@adidas No. And never will.', '@adidas Soutenir la deconstruction du sport féminin. Vous crachez sur toutes vos clientes !', '@adidas Nice', '@adidas @adidasUK Worst Customer Service possible. Worst thing is their slogan is nothing is impossible. Well actually it is impossible to actually return a faulty product to your company. Joke', '@adidas #ImpossibleIsNothing', '@adidas Hey Adidas, how about including : Impossible to play Sports unvaccinated?  No.  It’s possible.\nAfter all tou should support the athletes right to choose what they put in their body !', '@adidas Adidas celebrating the death of women’s sport I see. Another lazy marketing ploy with no thought for women.', '@adidas Impossible…to compete as a “trans woman”? You mean impossible for a male to take the place of a hardworking female and use his natural advantage to beat the others?\nThe war on women never ends, maybe one day y’all will realize that this is just the latest form of misogyny.', '@adidas Announce this. \n\nIM POSSIBLE. \n\n@Inter ⚫️🔵', '@adidas my loves his #adidas get up. https://t.co/OUMlQgrzgm', '@adidas @adidasUK A racist company', '@adidas You ruined my life', '@adidas Total degeneracy in every aspect', '@adidas Very cool']",https://twitter.com/adidas/status/1493238705389252609,545,98
2022-02-12 15:12:58+00:00,1492517091739639813,"@jujubalaio Olá Ju, boa tarde!
Tudo bem? 
Poderia nos informar o que houve no chat?
Para que possamos verificar a melhor maneira de te ajudar.

Aguardamos o seu retorno.",adidas,[],https://twitter.com/adidas/status/1492517091739639813,0,0
